Tag,Inorganic phosphor,Host,1st dopant,1st dopant valency,1st doping concentration,2nd dopant,2nd dopant valency,2nd doping concentration ,Temp. (K),Emission max. (nm),CIE x coordinate,CIE y coordinate,Int. quantum efficiency (%),Ext. quantum efficiency (%),Thermal quenching temp. (K),Excitation source (nm),1st Excitation max. (nm),2nd Excitation max. (nm),3rd Excitation max. (nm),Log10 Decay time ( log10[ns]),Decay time (ns),Monitoring energy (nm),Reference,Publisher,MP-ID,ICSD-ID,LOF-Score,Journal,ISSN,Year
653,Ba2Y1.54Si4O13Bi0.03Eu0.2,Ba2Y1.54Si4O13,Bi,3,0.03,Eu,3,0.2,298,613,0.288,0.35,,,525,342,,,,2.6599162,457,503,https://doi.org/10.1111/jace.16048,Wiley,,,1.195912291,Journal of the American Ceramic Society,0002-7820,2018
654,Ba2Y1.5Si4O13Bi0.03Eu0.22,Ba2Y1.5Si4O13,Bi,3,0.03,Eu,3,0.22,298,613,0.255,0.35,,,,342,,,,2.650307523,447,503,https://doi.org/10.1111/jace.16048,Wiley,,,1.177182271,Journal of the American Ceramic Society,0002-7820,2018
655,Ba2Y1.94Si4O13Bi0.03,Ba2Y1.94Si4O13,Bi,3,0.03,,,,298,,0.23,0.374,,,,345,,,,,,,https://doi.org/10.1111/jace.16048,Wiley,,,0.984575048,Journal of the American Ceramic Society,0002-7820,2018
656,Ba2Y1.94Si4O13Bi0.03,Ba2Y1.94Si4O13,Bi,3,0.03,,,,298,,0.224,0.335,,,,350,,,,,,,https://doi.org/10.1111/jace.16048,Wiley,,,0.984640027,Journal of the American Ceramic Society,0002-7820,2018
657,Ba2Y1.94Si4O13Bi0.03,Ba2Y1.94Si4O13,Bi,3,0.03,,,,298,,0.211,0.26,,,,355,,,,,,,https://doi.org/10.1111/jace.16048,Wiley,,,0.984549815,Journal of the American Ceramic Society,0002-7820,2018
658,Ba2Y1.94Si4O13Bi0.03,Ba2Y1.94Si4O13,Bi,3,0.03,,,,298,,0.181,0.096,,,,360,,,,,,,https://doi.org/10.1111/jace.16048,Wiley,,,0.984425825,Journal of the American Ceramic Society,0002-7820,2018
659,Ba2Y1.94Si4O13Bi0.03,Ba2Y1.94Si4O13,Bi,3,0.03,,,,298,,0.193,0.163,,,,365,,,,,,,https://doi.org/10.1111/jace.16048,Wiley,,,0.984281243,Journal of the American Ceramic Society,0002-7820,2018
661,Ba2Y1.94Si4O13Bi0.03,Ba2Y1.94Si4O13,Bi,3,0.03,,,,298,414,0.171,0.055,,,,373,,,,2.167317335,147,414,https://doi.org/10.1111/jace.16048,Wiley,,,1.034464198,Journal of the American Ceramic Society,0002-7820,2018
662,Ba2Y1.86Si4O13Bi0.03Eu0.04,Ba2Y1.86Si4O13,Bi,3,0.03,Eu,3,0.04,298,414,0.23,0.092,,,,373,,,,2.155336037,143,414,https://doi.org/10.1111/jace.16048,Wiley,,,1.006822722,Journal of the American Ceramic Society,0002-7820,2018
663,Ba2Y1.78Si4O13Bi0.03Eu0.08,Ba2Y1.78Si4O13,Bi,3,0.03,Eu,3,0.08,298,414,0.278,0.12,,,,373,,,,2.149219113,141,414,https://doi.org/10.1111/jace.16048,Wiley,,,0.999914121,Journal of the American Ceramic Society,0002-7820,2018
664,Ba2Y1.70Si4O13Bi0.03Eu0.12,Ba2Y1.70Si4O13,Bi,3,0.03,Eu,3,0.12,298,613,0.326,0.15,,,,373,,,,2.136720567,137,414,https://doi.org/10.1111/jace.16048,Wiley,,,1.018133888,Journal of the American Ceramic Society,0002-7820,2018
665,Ba2Y1.62Si4O13Bi0.03Eu0.16,Ba2Y1.62Si4O13,Bi,3,0.03,Eu,3,0.16,298,613,0.371,0.176,,,,373,,,,2.11058971,129,414,https://doi.org/10.1111/jace.16048,Wiley,,,1.012226031,Journal of the American Ceramic Society,0002-7820,2018
666,Ba2Y1.54Si4O13Bi0.03Eu0.2,Ba2Y1.54Si4O13,Bi,3,0.03,Eu,3,0.2,298,613,0.415,0.205,,,,373,,,,2.086359831,122,414,https://doi.org/10.1111/jace.16048,Wiley,,,1.008702868,Journal of the American Ceramic Society,0002-7820,2018
667,Ba2Y1.5Si4O13Bi0.03Eu0.22,Ba2Y1.5Si4O13,Bi,3,0.03,Eu,3,0.22,298,613,0.438,0.217,,,,373,,,,2.079181246,120,414,https://doi.org/10.1111/jace.16048,Wiley,,,1.007271318,Journal of the American Ceramic Society,0002-7820,2018
668,Li5La3Ta2O12Mn0.002,Li5La3Ta2O12,Mn,4,0.002,,,,298,714,,,,,,314,314,492,,6.250420002,1780000,714,https://doi.org/10.1111/jace.16447,Wiley,mp-559776, icsd-68252,0.957419838,Journal of the American Ceramic Society,0002-7820,2019
669,Li5La3Ta2O12Mn0.004,Li5La3Ta2O12,Mn,4,0.004,,,,298,714,0.7326,0.2674,,,455,314,314,492,,6.243038049,1750000,714,https://doi.org/10.1111/jace.16447,Wiley,mp-559776, icsd-68252,1.00718794,Journal of the American Ceramic Society,0002-7820,2019
670,Li5La3Ta2O12Mn0.006,Li5La3Ta2O12,Mn,4,0.006,,,,298,714,,,,,,314,314,492,,6.227886705,1690000,714,https://doi.org/10.1111/jace.16447,Wiley,mp-559776, icsd-68252,1.006018848,Journal of the American Ceramic Society,0002-7820,2019
671,Li5La3Ta2O12Mn0.008,Li5La3Ta2O12,Mn,4,0.008,,,,298,714,,,,,,314,314,492,,6.225309282,1680000,714,https://doi.org/10.1111/jace.16447,Wiley,mp-559776, icsd-68252,1.015272478,Journal of the American Ceramic Society,0002-7820,2019
672,Li5La3Ta2O12Mn0.01,Li5La3Ta2O12,Mn,4,0.01,,,,298,714,,,,,,314,314,492,,6.201397124,1590000,714,https://doi.org/10.1111/jace.16447,Wiley,mp-559776, icsd-68252,0.98973035,Journal of the American Ceramic Society,0002-7820,2019
673,Ca2GdSb0.999O6Mn0.001,Ca2GdSb0.999O6,Mn,4,0.001,,,,298,676,,,49.5,,,356,,,,5.704150517,506000,676,https://doi.org/10.1111/jace.16353,Wiley,,,1.005774488,Journal of the American Ceramic Society,0002-7820,2019
674,Ca2GdSb0.998O6Mn0.002,Ca2GdSb0.998O6,Mn,4,0.002,,,,298,676,,,46.3,,,356,,,,5.698100546,499000,676,https://doi.org/10.1111/jace.16353,Wiley,,,1.009114548,Journal of the American Ceramic Society,0002-7820,2019
675,Ca2GdSb0.996O6Mn0.004,Ca2GdSb0.996O6,Mn,4,0.004,,,,298,676,,,41.9,,,356,,,,5.67669361,475000,676,https://doi.org/10.1111/jace.16353,Wiley,,,1.006274332,Journal of the American Ceramic Society,0002-7820,2019
676,Ca2GdSb0.994O6Mn0.006,Ca2GdSb0.994O6,Mn,4,0.006,,,,298,676,0.726,0.274,38.9,29.6,370,356,356,500,,5.663700925,461000,676,https://doi.org/10.1111/jace.16353,Wiley,,,1.050307229,Journal of the American Ceramic Society,0002-7820,2019
677,Ca2GdSb0.992O6Mn0.008,Ca2GdSb0.992O6,Mn,4,0.008,,,,298,676,,,29.4,,,356,,,,5.627365857,424000,676,https://doi.org/10.1111/jace.16353,Wiley,,,0.970237392,Journal of the American Ceramic Society,0002-7820,2019
678,Ca2GdSb0.99O6Mn0.01,Ca2GdSb0.99O6,Mn,4,0.01,,,,298,676,,,23.3,,,356,,,,5.597695186,396000,676,https://doi.org/10.1111/jace.16353,Wiley,,,1.008734781,Journal of the American Ceramic Society,0002-7820,2019
679,Ca2GdSb0.988O6Mn0.012,Ca2GdSb0.988O6,Mn,4,0.012,,,,298,676,,,19.5,,,356,,,,5.57634135,377000,676,https://doi.org/10.1111/jace.16353,Wiley,,,1.005034835,Journal of the American Ceramic Society,0002-7820,2019
687,La3Si6N11Sm0.01,La3Si6N11,Sm,3,0.01,,,,298,605,0.6105,0.3833,,,468,369,369,414,384,5.579783597,380000,605,https://doi.org/10.1016/j.jre.2020.03.004,ESV,mp-1019893, icsd-248709,0.981944509,Journal of Rare Earths,1002-0721,2021
688,La3Si6N11Sm0.07,La3Si6N11,Sm,3,0.07,,,,298,605,0.6042,0.3872,,,,369,369,414,384,,,605,https://doi.org/10.1016/j.jre.2020.03.004,ESV,mp-1019893, icsd-248709,1.062497551,Journal of Rare Earths,1002-0721,2021
689,La3Si6N11Sm0.13,La3Si6N11,Sm,3,0.13,,,,298,605,0.5771,0.4045,,,,369,369,414,384,,,605,https://doi.org/10.1016/j.jre.2020.03.004,ESV,mp-1019893, icsd-248709,1.064894061,Journal of Rare Earths,1002-0721,2021
690,Ba3ZrNb4O15Sm0.005,Ba3ZrNb4O15,Sm,3,0.005,,,,298,598,0.602,0.397,,,469,407,,,,9.006466042,1015000000,598,https://doi.org/10.1016/j.jlumin.2017.12.014,ESV,,,63.45936325,Journal of Luminescence,0022-2313,2018
691,Ba3ZrNb4O15Sm0.01,Ba3ZrNb4O15,Sm,3,0.01,,,,298,598,0.602,0.397,,,,407,,,,8.998695158,997000000,598,https://doi.org/10.1016/j.jlumin.2017.12.014,ESV,,,62.56237447,Journal of Luminescence,0022-2313,2018
692,Ba3ZrNb4O15Sm0.02,Ba3ZrNb4O15,Sm,3,0.02,,,,298,598,0.603,0.396,,,,407,,,,8.963787827,920000000,598,https://doi.org/10.1016/j.jlumin.2017.12.014,ESV,,,58.72525583,Journal of Luminescence,0022-2313,2018
693,Ba3ZrNb4O15Sm0.03,Ba3ZrNb4O15,Sm,3,0.03,,,,298,598,0.603,0.396,,,398,407,407,480,420,8.937517892,866000000,598,https://doi.org/10.1016/j.jlumin.2017.12.014,ESV,,,56.03428951,Journal of Luminescence,0022-2313,2018
694,Ba3ZrNb4O15Sm0.04,Ba3ZrNb4O15,Sm,3,0.04,,,,298,598,0.603,0.396,,,,407,,,,8.913813852,820000000,598,https://doi.org/10.1016/j.jlumin.2017.12.014,ESV,,,53.74198487,Journal of Luminescence,0022-2313,2018
695,Ba2GdSb0.999O6Mn0.001,Ba2GdSb0.999O6,Mn,4,0.001,,,,298,687,,,,,,350,350,520,,5.308137379,203300,687,https://doi.org/10.1039/C8DT01575A,RSC,"mp-753668,mp-608408", icsd-33618,1.059544689,Dalton Transactions,1477-9226,2018
696,Ba2GdSb0.997O6Mn0.003,Ba2GdSb0.997O6,Mn,4,0.003,,,,298,687,0.7213,0.2796,27.7,,503,350,350,520,,5.262213705,182900,687,https://doi.org/10.1039/C8DT01575A,RSC,"mp-753668,mp-608408", icsd-33618,0.978961655,Dalton Transactions,1477-9226,2018
697,Ba2GdSb0.997O6Li0.003Mn0.003,Ba2GdSb0.997O6Li0.003,Mn,4,0.003,,,,298,687,,,,,,350,,,,5.410270964,257200,687,https://doi.org/10.1039/C8DT01575A,RSC,"mp-753668,mp-608408", icsd-33618,1.045772372,Dalton Transactions,1477-9226,2018
698,Ba2GdSb0.997O6Mg0.003Mn0.003,Ba2GdSb0.997O6Mg0.003,Mn,4,0.003,,,,298,687,,,,,,350,,,,5.464936429,291700,687,https://doi.org/10.1039/C8DT01575A,RSC,"mp-753668,mp-608408", icsd-33618,1.047140186,Dalton Transactions,1477-9226,2018
699,Ba2GdSb0.997O6Ca0.003Mn0.003,Ba2GdSb0.997O6Ca0.003,Mn,4,0.003,,,,298,687,,,,,,350,,,,5.2955671,197500,687,https://doi.org/10.1039/C8DT01575A,RSC,"mp-753668,mp-608408", icsd-33618,0.991575156,Dalton Transactions,1477-9226,2018
700,Ba2GdSb0.997O6Sr0.003Mn0.003,Ba2GdSb0.997O6Sr0.003,Mn,4,0.003,,,,298,687,,,,,,350,,,,5.268811904,185700,687,https://doi.org/10.1039/C8DT01575A,RSC,"mp-753668,mp-608408", icsd-33618,0.972034013,Dalton Transactions,1477-9226,2018
701,Ba2GdSb0.997O6Mn0.003Zn0.003,Ba2GdSb0.997O6,Mn,4,0.003,Zn,2,0.003,298,687,,,,,,350,,,,5.440594262,275800,687,https://doi.org/10.1039/C8DT01575A,RSC,"mp-753668,mp-608408", icsd-33618,0.975679499,Dalton Transactions,1477-9226,2018
702,Ba2GdSb0.997O6Mn0.003Si0.003,Ba2GdSb0.997O6,Mn,4,0.003,Si,4,0.003,298,687,,,,,,350,,,,5.435366507,272500,687,https://doi.org/10.1039/C8DT01575A,RSC,"mp-753668,mp-608408", icsd-33618,0.990242048,Dalton Transactions,1477-9226,2018
703,Ba2GdSb0.997O6Mn0.003Ti0.003,Ba2GdSb0.997O6,Mn,4,0.003,Ti,4,0.003,298,687,,,,,,350,,,,5.448087667,280600,687,https://doi.org/10.1039/C8DT01575A,RSC,"mp-753668,mp-608408", icsd-33618,0.985931034,Dalton Transactions,1477-9226,2018
704,Ba2GdSb0.997O6Mn0.003Ge0.003,Ba2GdSb0.997O6,Mn,4,0.003,Ge,4,0.003,298,687,,,,,,350,,,,5.430719888,269600,687,https://doi.org/10.1039/C8DT01575A,RSC,"mp-753668,mp-608408", icsd-33618,1.037099263,Dalton Transactions,1477-9226,2018
705,Ba2GdSb0.997O6Mn0.003,Ba2GdSb0.997O6,Mn,4,0.003,,,,303,687,,,,,,350,,,,5.261262869,182500,687,https://doi.org/10.1039/C8DT01575A,RSC,"mp-753668,mp-608408", icsd-33618,0.977599343,Dalton Transactions,1477-9226,2018
706,Ba2GdSb0.997O6Mn0.003,Ba2GdSb0.997O6,Mn,4,0.003,,,,323,687,,,,,,350,,,,5.242789809,174900,687,https://doi.org/10.1039/C8DT01575A,RSC,"mp-753668,mp-608408", icsd-33618,0.992179024,Dalton Transactions,1477-9226,2018
707,Ba2GdSb0.997O6Mn0.003,Ba2GdSb0.997O6,Mn,4,0.003,,,,343,687,,,,,,350,,,,5.211654401,162800,687,https://doi.org/10.1039/C8DT01575A,RSC,"mp-753668,mp-608408", icsd-33618,1.042984645,Dalton Transactions,1477-9226,2018
708,Ba2GdSb0.997O6Mn0.003,Ba2GdSb0.997O6,Mn,4,0.003,,,,363,687,,,,,,350,,,,5.170555059,148100,687,https://doi.org/10.1039/C8DT01575A,RSC,"mp-753668,mp-608408", icsd-33618,1.017993181,Dalton Transactions,1477-9226,2018
709,Ba2GdSb0.997O6Mn0.003,Ba2GdSb0.997O6,Mn,4,0.003,,,,383,687,,,,,,350,,,,5.123524981,132900,687,https://doi.org/10.1039/C8DT01575A,RSC,"mp-753668,mp-608408", icsd-33618,1.029262387,Dalton Transactions,1477-9226,2018
710,Ba2GdSb0.997O6Mn0.003,Ba2GdSb0.997O6,Mn,4,0.003,,,,403,687,,,,,,350,,,,5.249198357,177500,687,https://doi.org/10.1039/C8DT01575A,RSC,"mp-753668,mp-608408", icsd-33618,0.986032877,Dalton Transactions,1477-9226,2018
711,Ba2GdSb0.997O6Mn0.003,Ba2GdSb0.997O6,Mn,4,0.003,,,,423,687,,,,,,350,,,,5.000867722,100200,687,https://doi.org/10.1039/C8DT01575A,RSC,"mp-753668,mp-608408", icsd-33618,0.980840967,Dalton Transactions,1477-9226,2018
712,Ba2GdSb0.997O6Mn0.003,Ba2GdSb0.997O6,Mn,4,0.003,,,,443,687,,,,,,350,,,,4.935003151,86100,687,https://doi.org/10.1039/C8DT01575A,RSC,"mp-753668,mp-608408", icsd-33618,1.072333725,Dalton Transactions,1477-9226,2018
713,Ba2GdSb0.997O6Mn0.003,Ba2GdSb0.997O6,Mn,4,0.003,,,,463,687,,,,,,350,,,,4.809559715,64500,687,https://doi.org/10.1039/C8DT01575A,RSC,"mp-753668,mp-608408", icsd-33618,0.988956134,Dalton Transactions,1477-9226,2018
714,Ba2GdSb0.997O6Mn0.003,Ba2GdSb0.997O6,Mn,4,0.003,,,,483,687,,,,,,350,,,,4.680335513,47900,687,https://doi.org/10.1039/C8DT01575A,RSC,"mp-753668,mp-608408", icsd-33618,1.032408972,Dalton Transactions,1477-9226,2018
715,Ba2GdSb0.997O6Mn0.003,Ba2GdSb0.997O6,Mn,4,0.003,,,,503,687,,,,,,350,,,,4.515873844,32800,687,https://doi.org/10.1039/C8DT01575A,RSC,"mp-753668,mp-608408", icsd-33618,1.049494877,Dalton Transactions,1477-9226,2018
716,Ba2GdSb0.995O6Mn0.005,Ba2GdSb0.995O6,Mn,4,0.005,,,,298,687,,,,,,350,350,520,,5.211387553,162700,687,https://doi.org/10.1039/C8DT01575A,RSC,"mp-753668,mp-608408", icsd-33618,1.042984645,Dalton Transactions,1477-9226,2018
717,Ba2GdSb0.993O6Mn0.007,Ba2GdSb0.993O6,Mn,4,0.007,,,,298,687,,,,,,350,350,520,,5.115277591,130400,687,https://doi.org/10.1039/C8DT01575A,RSC,"mp-753668,mp-608408", icsd-33618,1.036024056,Dalton Transactions,1477-9226,2018
718,Ba2GdSb0.99O6Mn0.01,Ba2GdSb0.99O6,Mn,4,0.01,,,,298,687,,,,,,350,350,520,,5.051152522,112500,687,https://doi.org/10.1039/C8DT01575A,RSC,"mp-753668,mp-608408", icsd-33618,1.125653223,Dalton Transactions,1477-9226,2018
719,Ba2GdSb0.985O6Mn0.015,Ba2GdSb0.985O6,Mn,4,0.015,,,,298,687,,,,,,350,350,520,,5.009875634,102300,687,https://doi.org/10.1039/C8DT01575A,RSC,"mp-753668,mp-608408", icsd-33618,0.98496101,Dalton Transactions,1477-9226,2018
720,Ba2GdSb0.98O6Mn0.02,Ba2GdSb0.98O6,Mn,4,0.02,,,,298,687,,,,,,350,350,520,,4.999130541,99800,687,https://doi.org/10.1039/C8DT01575A,RSC,"mp-753668,mp-608408", icsd-33618,0.976424159,Dalton Transactions,1477-9226,2018
721,LaMg0.5Ti0.4975O3Mn0.005,LaMg0.5Ti0.4975O3,Mn,4,0.005,,,,298,708,,,,,,345,,,,6.32674538,2122000,708,https://doi.org/10.1021/acsami.6b15866,ACS,"mp-6457,mvc-11012", icsd-90687 icsd-152284,0.98796332,ACS Applied Materials &amp; Interfaces,1944-8244,2017
722,LaMg0.5Ti0.497O3Mn0.006,LaMg0.5Ti0.497O3,Mn,4,0.006,,,,298,708,,,,,,345,,,,6.329397879,2135000,708,https://doi.org/10.1021/acsami.6b15866,ACS,"mp-6457,mvc-11012", icsd-90687 icsd-152284,1.013141663,ACS Applied Materials &amp; Interfaces,1944-8244,2017
723,LaMg0.5Ti0.496O3Mn0.008,LaMg0.5Ti0.496O3,Mn,4,0.008,,,,298,708,,,27.2,,428,345,345,487,,6.336259552,2169000,708,https://doi.org/10.1021/acsami.6b15866,ACS,"mp-6457,mvc-11012", icsd-90687 icsd-152284,0.98463935,ACS Applied Materials &amp; Interfaces,1944-8244,2017
724,LaMg0.5Ti0.495O3Mn0.01,LaMg0.5Ti0.495O3,Mn,4,0.01,,,,298,708,,,,,,345,,,,6.287353773,1938000,708,https://doi.org/10.1021/acsami.6b15866,ACS,"mp-6457,mvc-11012", icsd-90687 icsd-152284,1.015094575,ACS Applied Materials &amp; Interfaces,1944-8244,2017
725,LaMg0.5Ti0.49O3Mn0.02,LaMg0.5Ti0.49O3,Mn,4,0.02,,,,298,708,,,,,,345,,,,6.263872677,1836000,708,https://doi.org/10.1021/acsami.6b15866,ACS,"mp-6457,mvc-11012", icsd-90687 icsd-152284,0.978796828,ACS Applied Materials &amp; Interfaces,1944-8244,2017
726,K2BaCaP2O8Eu0.03,K2BaCaP2O8,Eu,2,0.03,,,,298,460,0.142,0.116,83,,,350,266,325,,,,460,https://doi.org/10.1021/jacs.8b06021,ACS,,,1.107153812,Journal of the American Chemical Society,0002-7863,2018
727,K2BaCaP2O8Eu0.03,K2BaCaP2O8,Eu,2,0.03,,,,298,460,,,,,,350,,,,2.723133731,528.608,410,https://doi.org/10.1021/jacs.8b06021,ACS,,,0.986536019,Journal of the American Chemical Society,0002-7863,2018
728,K2BaCaP2O8Eu0.03,K2BaCaP2O8,Eu,2,0.03,,,,298,460,,,,,,350,,,,2.7410302,550.846,420,https://doi.org/10.1021/jacs.8b06021,ACS,,,0.982390543,Journal of the American Chemical Society,0002-7863,2018
729,K2BaCaP2O8Eu0.03,K2BaCaP2O8,Eu,2,0.03,,,,298,460,,,,,,350,,,,2.752663711,565.801,430,https://doi.org/10.1021/jacs.8b06021,ACS,,,0.977329793,Journal of the American Chemical Society,0002-7863,2018
730,K2BaCaP2O8Eu0.03,K2BaCaP2O8,Eu,2,0.03,,,,298,460,,,,,,350,,,,2.769422378,588.061,448,https://doi.org/10.1021/jacs.8b06021,ACS,,,0.98190307,Journal of the American Chemical Society,0002-7863,2018
731,K2BaCaP2O8Eu0.03,K2BaCaP2O8,Eu,2,0.03,,,,298,460,,,,,,350,,,,2.790632742,617.494,478,https://doi.org/10.1021/jacs.8b06021,ACS,,,0.989451157,Journal of the American Chemical Society,0002-7863,2018
732,LaAl0.998Mg0.001O3Mn0.001,LaAl0.998Mg0.001O3,Mn,4,0.001,,,,298,729,,,78.6,54.9,,337,337,,,6.517195898,3290000,729,https://doi.org/10.1021/acs.inorgchem.9b00457,ACS,"mp-2920,mp-768518,mp-1080060,mp-1080080,mp-5304,mp-768417,mp-780422,mp-771703,mp-771698,mp-780421,mp-780411,mp-696871", icsd-164506 icsd-90524 icsd-164508 icsd-90525 icsd-74494 icsd-180415 icsd-90529 icsd-153821 icsd-90533 icsd-153824 icsd-90526 icsd-92554 icsd-90528 icsd-92521 icsd-153823 icsd-90530 icsd-174022 icsd-153826 icsd-90535 icsd-90531 icsd-90536 icsd-92522 icsd-180175 icsd-182612 icsd-153825 icsd-90522 icsd-90532 icsd-164507 icsd-90534 icsd-153822 icsd-90523 icsd-90527 icsd-92523 icsd-180417 icsd-180416 icsd-180418 icsd-191425 icsd-164509 icsd-191421 icsd-153827 icsd-191418 icsd-92556 icsd-153834 icsd-153831 icsd-153832 icsd-182615 icsd-191416 icsd-28629 icsd-92555 icsd-191411 icsd-191417 icsd-191413 icsd-92560 icsd-153830 icsd-191429 icsd-35551 icsd-191426 icsd-90550 icsd-153828 icsd-90540 icsd-191409 icsd-191427 icsd-191415 icsd-191424 icsd-92557 icsd-182613 icsd-90556 icsd-90545 icsd-92559 icsd-153829 icsd-90546 icsd-191412 icsd-170772 icsd-191423 icsd-92561 icsd-90554 icsd-90548 icsd-153833 icsd-191420 icsd-90555 icsd-90549 icsd-90543 icsd-90547 icsd-90542 icsd-90544 icsd-164510 icsd-191422 icsd-164511 icsd-191419 icsd-92562 icsd-191428 icsd-182614 icsd-191414 icsd-90539 icsd-90551 icsd-90541 icsd-191410 icsd-182616 icsd-90553 icsd-191464 icsd-90552 icsd-153836 icsd-90537 icsd-153835 icsd-92558,215.8933655,Inorganic Chemistry,0020-1669,2019
733,La0.99Lu0.01Al0.998Mg0.001O3Mn0.001,La0.99Lu0.01Al0.998Mg0.001O3,Mn,4,0.001,,,,298,729,,,81,56.5,,337,337,,,6.526339277,3360000,729,https://doi.org/10.1021/acs.inorgchem.9b00457,ACS,"mp-2920,mp-768518,mp-1080060,mp-1080080,mp-5304,mp-768417,mp-780422,mp-771703,mp-771698,mp-780421,mp-780411,mp-696871", icsd-164506 icsd-90524 icsd-164508 icsd-90525 icsd-74494 icsd-180415 icsd-90529 icsd-153821 icsd-90533 icsd-153824 icsd-90526 icsd-92554 icsd-90528 icsd-92521 icsd-153823 icsd-90530 icsd-174022 icsd-153826 icsd-90535 icsd-90531 icsd-90536 icsd-92522 icsd-180175 icsd-182612 icsd-153825 icsd-90522 icsd-90532 icsd-164507 icsd-90534 icsd-153822 icsd-90523 icsd-90527 icsd-92523 icsd-180417 icsd-180416 icsd-180418 icsd-191425 icsd-164509 icsd-191421 icsd-153827 icsd-191418 icsd-92556 icsd-153834 icsd-153831 icsd-153832 icsd-182615 icsd-191416 icsd-28629 icsd-92555 icsd-191411 icsd-191417 icsd-191413 icsd-92560 icsd-153830 icsd-191429 icsd-35551 icsd-191426 icsd-90550 icsd-153828 icsd-90540 icsd-191409 icsd-191427 icsd-191415 icsd-191424 icsd-92557 icsd-182613 icsd-90556 icsd-90545 icsd-92559 icsd-153829 icsd-90546 icsd-191412 icsd-170772 icsd-191423 icsd-92561 icsd-90554 icsd-90548 icsd-153833 icsd-191420 icsd-90555 icsd-90549 icsd-90543 icsd-90547 icsd-90542 icsd-90544 icsd-164510 icsd-191422 icsd-164511 icsd-191419 icsd-92562 icsd-191428 icsd-182614 icsd-191414 icsd-90539 icsd-90551 icsd-90541 icsd-191410 icsd-182616 icsd-90553 icsd-191464 icsd-90552 icsd-153836 icsd-90537 icsd-153835 icsd-92558,1.832499582,Inorganic Chemistry,0020-1669,2019
734,La0.98Lu0.02Al0.998Mg0.001O3Mn0.001,La0.98Lu0.02Al0.998Mg0.001O3,Mn,4,0.001,,,,298,729,,,86,62.1,398,337,337,,,6.534026106,3420000,729,https://doi.org/10.1021/acs.inorgchem.9b00457,ACS,"mp-2920,mp-768518,mp-1080060,mp-1080080,mp-5304,mp-768417,mp-780422,mp-771703,mp-771698,mp-780421,mp-780411,mp-696871", icsd-164506 icsd-90524 icsd-164508 icsd-90525 icsd-74494 icsd-180415 icsd-90529 icsd-153821 icsd-90533 icsd-153824 icsd-90526 icsd-92554 icsd-90528 icsd-92521 icsd-153823 icsd-90530 icsd-174022 icsd-153826 icsd-90535 icsd-90531 icsd-90536 icsd-92522 icsd-180175 icsd-182612 icsd-153825 icsd-90522 icsd-90532 icsd-164507 icsd-90534 icsd-153822 icsd-90523 icsd-90527 icsd-92523 icsd-180417 icsd-180416 icsd-180418 icsd-191425 icsd-164509 icsd-191421 icsd-153827 icsd-191418 icsd-92556 icsd-153834 icsd-153831 icsd-153832 icsd-182615 icsd-191416 icsd-28629 icsd-92555 icsd-191411 icsd-191417 icsd-191413 icsd-92560 icsd-153830 icsd-191429 icsd-35551 icsd-191426 icsd-90550 icsd-153828 icsd-90540 icsd-191409 icsd-191427 icsd-191415 icsd-191424 icsd-92557 icsd-182613 icsd-90556 icsd-90545 icsd-92559 icsd-153829 icsd-90546 icsd-191412 icsd-170772 icsd-191423 icsd-92561 icsd-90554 icsd-90548 icsd-153833 icsd-191420 icsd-90555 icsd-90549 icsd-90543 icsd-90547 icsd-90542 icsd-90544 icsd-164510 icsd-191422 icsd-164511 icsd-191419 icsd-92562 icsd-191428 icsd-182614 icsd-191414 icsd-90539 icsd-90551 icsd-90541 icsd-191410 icsd-182616 icsd-90553 icsd-191464 icsd-90552 icsd-153836 icsd-90537 icsd-153835 icsd-92558,1.997248809,Inorganic Chemistry,0020-1669,2019
